"ZONA_TERRITORIAL","FACTOR_EXPANSION","DPTO","SEXO","EDAD","PARENTESCO_JEFE_DE_HOGAR","MADRE_RESIDE_HOGAR","PADRE_RESIDE_HOGAR","SE_CONSIDERA_CAMPESINO","COMUNIDAD_ES_CAMPESINA","ETNIA","ESTADO_CIVIL","AFILIADO_SALUD","LEER_ESCRIBIR","ACTUALMENTE_ESTUDIA","MAYOR_NIVEL_EDUCATIVO","ORIENTACION_SEXUAL","GENERO","ACTIVIDAD_OCUPADA_ULTIMA_SEMANA","TIPO_VIVIENDA","SERVICIOS_ENERGIA_ELECTRICA","ESTRATO_ENERGIA_ELECTRICA","SERVICIOS_GAS_NATURAL","SERVICIOS_ALCANTARILLADO","SERVICIOS_RECOLECCION_BASURAS","SERVICIOS_ACUEDUCTO","NUMERO_HOGARES_VIVIENDA","NUMERO_CUARTOS_VIVIENDA","NUMERO_CUARTOS_DORMIR","TIPO_SANITARIO","COMO_ELIMINA_BASURA","DONDE_OBTIENE_AGUA","DONDE_PREPARA_ALIMENTOS","TIPO_OCUPACION_VIVIENDA","HOGAR_TIENE_CUENTA_CORRIENTE","HOGAR_TIENE_CUENTA_AHORROS","HOGAR_TIENE_CDT","HOGAR_TIENE_PRESTAMO_COMPRA_VIVIENDA","HOGAR_TIENE_PRESTAMO_COMPRA_VEHICULO","HOGAR_TIENE_PRESTAMO_LIBRE_INVERSION","HOGAR_TIENE_TARJETA_CREDITO","NUMERO_PERSONAS_HOGAR","DISCAPACIDAD"
"Cabecera",1165.7788912,"SANTANDER","Femenino",22,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnologica ","Hombres","Mujer","1","Apartamento","Si","Medio - Bajo","Si","Si","Si","Si",1,4,3,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",3,"Sin discapacidad"
"Cabecera",1165.7788912,"SANTANDER","Femenino",23,"Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","1","Apartamento","Si","Medio - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Si","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",282.52557558,"SANTANDER","Masculino",18,"Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media tecnica (Bachillerato tecnico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si",1,4,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",335.53738813,"SANTANDER","Femenino",27,"Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica primaria (1o - 5o)","Hombres","Mujer","1","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",330.97890026,"SANTANDER","Masculino",24,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,4,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","No","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",335.53738813,"SANTANDER","Masculino",27,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",335.53738813,"SANTANDER","Femenino",27,"Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Hombres","Mujer","1","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",358.54255257,"SANTANDER","Femenino",28,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",260.43423806,"TOLIMA","Femenino",28,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si",1,1,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",5,"Sin discapacidad"
"Cabecera",332.73740428,"VALLE","Masculino",28,"Pareja, esposo(a), conyuge, companero(a)","No","No","Si","Si","Negro, mulato (afrodescendiente)","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,1,"No tiene servicio sanitario","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",749.22520317,"VALLE","Masculino",21,"Hijo(a), hijastro(a)","No","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Medio","Si","Si","Si","Si",1,4,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",3,"Sin discapacidad"
"Cabecera",983.68960606,"VALLE","Masculino",21,"Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Hombres","Hombre","1","Apartamento","Si","Medio","Si","Si","Si","Si",1,4,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",439.66044979,"ARAUCA","Masculino",25,"Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","No","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","No","Si","Si","Si",1,1,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",3,"Discapacidad leve"
"Cabecera",446.39912802,"ARAUCA","Masculino",18,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","No","Si","Si","Si",1,1,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",186.0396684,"ARAUCA","Masculino",19,"Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Apartamento","Si","Bajo","No","Si","Si","Si",1,2,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","No","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",122.89261709,"ARAUCA","Masculino",21,"Hijo(a), hijastro(a)","Si","No","Si","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No",5,"Sin discapacidad"
"Cabecera",122.89261709,"ARAUCA","Masculino",24,"Hijo(a), hijastro(a)","Si","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No",5,"Sin discapacidad"
"Cabecera",414.29582685,"CASANARE","Masculino",26,"Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Cuarto (s) en inquilinato","Si","Medio - Bajo","Si","Si","Si","Si",1,1,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En ninguna parte, no preparan alimentos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",1,"Sin discapacidad"
"Cabecera",414.29582685,"CASANARE","Masculino",22,"Jefe (a) del hogar","Fallecida","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Cuarto (s) en otro  tipo de estructura","Si","Medio - Bajo","Si","Si","Si","Si",1,1,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Agua embotellada o en bolsa","En ninguna parte, no preparan alimentos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",1,"Sin discapacidad"
"Cabecera",189.61974249,"PUTUMAYO","Masculino",24,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Universitaria","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","Si","Si","Si",1,3,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",70.447383629,"PUTUMAYO","Masculino",26,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","No","Si","Si","Si",1,5,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No",3,"Sin discapacidad"
"Cabecera",24.385628708,"SAN ANDRES","Femenino",28,"Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Universitaria","Hombres","Mujer","1","Casa","Si","Bajo","No","Si","Si","Si",1,2,1,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","Agua embotellada o en bolsa","En una sala comedor con lavaplatos?","Propia, totalmente pagada","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",22.846810281,"SAN ANDRES","Femenino",25,"Otro pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","1","Apartamento","Si","Medio - Bajo","No","Si","Si","Si",1,4,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Agua embotellada o en bolsa","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No",3,"Sin discapacidad"
"Cabecera",22.846810281,"SAN ANDRES","Femenino",26,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","1","Casa","Si","Medio - Bajo","No","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Agua embotellada o en bolsa","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",3,"Sin discapacidad"
"Cabecera",76.841524531,"SAN ANDRES","Masculino",28,"Hijo(a), hijastro(a)","Si","Si","No","No","Negro, mulato (afrodescendiente)","Esta casado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo","No","Si","Si","Si",2,3,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Agua embotellada o en bolsa","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",26.838928662,"SAN ANDRES","Masculino",24,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Cuarto (s) en inquilinato","Si","Bajo - Bajo","No","Si","Si","Si",1,2,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Agua embotellada o en bolsa","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",2,"Discapacidad leve"
"Cabecera",57.116221045,"AMAZONAS","Masculino",18,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","Si","Si","Si",1,4,4,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Agua embotellada o en bolsa","En una sala comedor con lavaplatos?","En usufructo","No","No","No","No","No","No","No",7,"Sin discapacidad"
"Cabecera",40.604453802,"GUAINIA","Masculino",28,"Hijo(a), hijastro(a)","Si","No","Si","Si","Indigena","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","Si","Si","Si",1,5,4,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","De pozo con bomba","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","No","No","No","No","No","No",6,"Sin discapacidad"
"Cabecera",76.462578428,"GUAINIA","Masculino",23,"Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Casa","No","No tiene servicio electrico","No","No","No","No",1,4,3,"Inodoro conectado a pozo septico","La queman o entierran","De pozo con bomba","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Si","No","No","No","No","No",6,"Sin discapacidad"
"Cabecera",70.537404967,"GUAINIA","Masculino",24,"Jefe (a) del hogar","No","No","No","No","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Tecnica profesional","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","No","Si","Si","Si",1,1,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De pozo con bomba","En ninguna parte, no preparan alimentos?","En arriendo o subarriendo","No","Si","No","No","No","No","No",1,"Sin discapacidad"
"Cabecera",84.587780012,"GUAVIARE","Femenino",20,"Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","1","Apartamento","Si","Bajo - Bajo","No","Si","Si","Si",1,2,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",92.754759784,"GUAVIARE","Masculino",23,"Jefe (a) del hogar","No","Fallecido","Si","Si","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,4,3,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","Propia, totalmente pagada","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",44.134717281,"VICHADA","Masculino",18,"Hijo(a), hijastro(a)","Si","Si","Si","No","Indigena","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","0","Cuarto (s) en otro  tipo de estructura","Si","Conexion Pirata","No","No","Si","Si",1,1,1,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado tambien para dormir?","Posesion sin titulo","No","Si","No","No","No","No","No",3,"Sin discapacidad"
"Resto",1615.1611023,"BOLIVAR","Masculino",28,"Pareja, esposo(a), conyuge, companero(a)","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","No","Si","No",1,3,1,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","Otro","En una sala comedor sin lavaplatos?","En arriendo o subarriendo","No","No","No","No","No","No","No",3,"Sin discapacidad"
"Resto",1210.3307672,"LA GUAJIRA","Femenino",22,"Hijo(a), hijastro(a)","Si","No","No","No","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","0","Casa","Si","Bajo","Si","Si","Si","Si",1,2,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Otro","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",804.89080658,"LA GUAJIRA","Masculino",24,"Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","No","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",1010.6841974,"LA GUAJIRA","Masculino",28,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Tecnica profesional","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,5,4,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No",6,"Sin discapacidad"
"Cabecera",806.14629812,"LA GUAJIRA","Masculino",27,"Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",740.44501545,"LA GUAJIRA","Masculino",26,"Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,2,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",3,"Sin discapacidad"
"Cabecera",421.51624564,"LA GUAJIRA","Femenino",22,"Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Basica primaria (1o - 5o)","Hombres","Mujer","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si",1,3,2,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No",7,"Sin discapacidad"
"Cabecera",158.30668398,"LA GUAJIRA","Femenino",22,"Hijo(a), hijastro(a)","Si","No","No","No","Indigena","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","0","Casa","Si","Bajo","Si","Si","Si","No",1,4,3,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Otro","En una sala comedor con lavaplatos?","Propia, totalmente pagada","No","Si","No","No","No","No","No",3,"Sin discapacidad"
"Cabecera",163.84376365,"LA GUAJIRA","Femenino",26,"Hijo(a), hijastro(a)","Si","Fallecido","No","No","Indigena","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","1","Casa","Si","Bajo","Si","Si","Si","No",1,4,3,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Otro","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No",2,"Sin discapacidad"
"Resto",409.55741509,"CAQUETA","Masculino",21,"Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","No","Si","No",1,3,1,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","Rio, quebrada, nacimiento o manantial ","En una sala comedor sin lavaplatos?","En usufructo","No","No","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",954.64459041,"META","Masculino",27,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Casa","Si","Bajo","Si","Si","Si","Si",1,4,3,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",1208.4916324,"META","Masculino",19,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si",1,4,3,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Cabecera",656.82268347,"META","Femenino",27,"Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Universitaria","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si",1,3,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","No","No","No","No","No","No",2,"Sin discapacidad"
"Cabecera",969.21430903,"META","Masculino",19,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si",1,5,4,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",6,"Sin discapacidad"
"Cabecera",954.64459041,"META","Masculino",28,"Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo","Si","Si","Si","Si",1,4,3,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Resto",591.54827039,"META","Femenino",23,"Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo - Bajo","Si","No","Si","Si",1,4,2,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Resto",713.5679999,"META","Masculino",20,"Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","Si","No","Si","Si",1,4,3,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",4,"Sin discapacidad"
"Resto",619.25106656,"META","Masculino",27,"Jefe (a) del hogar","No","Fallecido","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica primaria (1o - 5o)","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","Si","No","Si","Si",1,2,1,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",1,"Sin discapacidad"
"Resto",679.43227247,"META","Masculino",20,"Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","No","No","No","Ninguno","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","Si","No","Si","Si",1,2,1,"Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No",1,"Sin discapacidad"
"Cabecera",803.23605871,"META","Masculino",23,"Jefe (a) del hogar","No","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo","Si","Si","Si","Si",1,2,1,"Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No",1,"Sin discapacidad"
